date,actual_inflation,model_forecast,naive_forecast,model_error,naive_error
2012-03-31,2.829940020554996,3.0352456990463574,3.3452557278883894,-0.2053056784913614,-0.5153157073333934
2012-06-30,1.8883255866328552,2.572604770121228,2.829940020554996,-0.6842791834883726,-0.9416144339221408
2012-09-30,1.6843877645368543,1.6577772878794064,1.8883255866328552,0.02661047665744798,-0.20393782209600086
2012-12-31,1.903734247539705,1.479067135556469,1.6843877645368543,0.4246671119832359,0.21934648300285065
2013-03-31,1.7403164978267993,1.7225502189262727,1.903734247539705,0.017766278900526622,-0.16341774971290568
2013-06-30,1.4149968008844827,1.5711374638276145,1.7403164978267993,-0.1561406629431319,-0.32531969694231666
2013-09-30,1.5063384673969615,1.2756144497164026,1.4149968008844827,0.23072401768055895,0.09134166651247888
2013-12-31,1.2075025688146408,1.3980431743553399,1.5063384673969615,-0.19054060554069907,-0.29883589858232074
2014-03-31,1.4303094480960714,1.1388595955255714,1.2075025688146408,0.29144985257050005,0.22280687928143061
2014-06-30,2.0803515617601334,1.3838640436303327,1.4303094480960714,0.6964875181298007,0.650042113664062
2014-09-30,1.791129063250237,2.0641146987583117,2.0803515617601334,-0.27298563550807464,-0.28922249850989634
2014-12-31,1.1647293611448155,1.7962832091085543,1.791129063250237,-0.6315538479637388,-0.6263997021054215
2015-03-31,-0.11299790852150234,1.2265230713832138,1.1647293611448155,-1.339520979904716,-1.2777272696663178
2015-06-30,0.03685801286847923,-0.001167573132188432,-0.11299790852150234,0.03802558600066766,0.14985592138998155
2015-09-30,0.15861095706986758,0.15243517223203853,0.03685801286847923,0.006175784837829046,0.12175294420138835
2015-12-31,0.40088650970850165,0.30411094674914746,0.15861095706986758,0.09677556295935419,0.24227555263863407
2016-03-31,0.992132059419748,0.5438098997688807,0.40088650970850165,0.4483221596508673,0.5912455497112463
2016-06-30,1.110129582424683,1.1305238108076665,0.992132059419748,-0.020394228382983437,0.11799752300493505
2016-09-30,1.1574412742609101,1.2381078140421127,1.110129582424683,-0.08066653978120253,0.04731169183622708
2016-12-31,1.8070191165781753,1.284535859803729,1.1574412742609101,0.5224832567744462,0.6495778423172651
2017-03-31,2.587317088715224,1.9266350490483342,1.8070191165781753,0.66068203966689,0.7802979721370489
2017-06-30,1.8910441495454993,2.7015749640693927,2.587317088715224,-0.8105308145238934,-0.6962729391697249
2017-09-30,1.9445980461082553,2.047324024923819,1.8910441495454993,-0.10272597881556389,0.053553896562756
2017-12-31,2.1077274456601014,2.100029309821458,1.9445980461082553,0.007698135838643427,0.16312939955184613
2018-03-31,2.2485791879352477,2.273731574195781,2.1077274456601014,-0.025152386260533177,0.1408517422751463
2018-06-30,2.686822867847271,2.42220943247683,2.2485791879352477,0.26461343537044124,0.4382436799120235
2018-09-30,2.609701249415005,2.8553785520483093,2.686822867847271,-0.24567730263330434,-0.07712161843226628
2018-12-31,2.213913984075311,2.7964901650998706,2.609701249415005,-0.5825761810245598,-0.3957872653396941
2019-03-31,1.6298790814225732,2.402648685607577,2.213913984075311,-0.7727696041850038,-0.5840349026527376
2019-06-30,1.8225629733199078,1.8293078537720073,1.6298790814225732,-0.006744880452099533,0.1926838918973346
2019-09-30,1.7494900832476217,2.0388592975667015,1.8225629733199078,-0.2893692143190798,-0.07307289007228612
2019-12-31,2.048597188147997,1.9684239122758647,1.7494900832476217,0.08017327587213252,0.2991071049003755
2020-03-31,2.145041540298546,2.256688277881303,2.048597188147997,-0.111646737582757,0.0964443521505487
2020-06-30,0.4093016269363388,2.323286362284702,2.145041540298546,-1.9139847353483634,-1.7357399133622071
2020-09-30,1.2229858344598554,-0.3033447552490749,0.4093016269363388,1.5263305897089303,0.8136842075235167
2020-12-31,1.2421835627618967,0.9937327375071132,1.2229858344598554,0.24845082525478346,0.01919772830204125
2021-03-31,1.903826424978372,1.1852774456308417,1.2421835627618967,0.7185489793475304,0.6616428622164754
2021-06-30,4.782322275059399,1.8730110428177338,1.903826424978372,2.909311232241665,2.878495850081027
2021-09-30,5.249466758017444,4.681270483634966,4.782322275059399,0.568196274382478,0.46714448295804534
2021-12-31,6.770451026354821,5.197357867166748,5.249466758017444,1.5730931591880726,1.5209842683373767
2022-03-31,8.022763153166501,6.734367692335106,6.770451026354821,1.2883954608313948,1.2523121268116801
2022-06-30,8.583094356508363,7.975464232287854,8.022763153166501,0.6076301242205089,0.5603312033418621
2022-09-30,8.292420934124914,8.542418216136248,8.583094356508363,-0.24999728201133387,-0.29067342238344906
2022-12-31,7.0954236055280475,8.265186665054385,8.292420934124914,-1.1697630595263373,-1.1969973285968667
2023-03-31,5.734239539662382,7.092575736461368,7.0954236055280475,-1.3583361967989864,-1.3611840658656655
2023-06-30,4.050849394502169,5.7729847752422225,5.734239539662382,-1.7221353807400535,-1.683390145160213
2023-09-30,3.56582023668428,4.145516441118583,4.050849394502169,-0.579696204434303,-0.4850291578178889
2023-12-31,3.2335073757208863,3.6699685772232447,3.56582023668428,-0.43646120150235834,-0.33231286096339385
2024-03-31,3.2440840134059754,3.3375470030110073,3.2335073757208863,-0.09346298960503185,0.010576637685089096
2024-06-30,3.1917772196232925,3.3447290882435508,3.2440840134059754,-0.15295186862025822,-0.05230679378268288
2024-09-30,2.6583677719306698,3.2847841535448095,3.1917772196232925,-0.6264163816141397,-0.5334094476926228
2024-12-31,2.7230024942220523,2.7568393621696368,2.6583677719306698,-0.03383686794758445,0.06463472229138256
2025-03-31,2.7248477394889483,2.8204704167885373,2.7230024942220523,-0.09562267729958895,0.0018452452668960007
2025-06-30,2.461035734512048,2.8214136881924072,2.7248477394889483,-0.3603779536803593,-0.2638120049769004
2025-09-30,2.9012604599706933,2.562073641477971,2.461035734512048,0.33918681849272225,0.4402247254586453
2025-12-31,2.674874015525852,2.9773684727914054,2.9012604599706933,-0.30249445726555324,-0.22638644444484113
