date,vacancies,unemployment_level,labour_force,short_term_unemployment,employment,unemployment_next,short_term_unemployment_next,job_finding_probability,separation_probability,job_finding_hazard,separation_hazard
2015-09-01,5488.0,7907.0,156733.0,2364.0,148826.0,7922.0,2372.0,0.2980902997344126,0.018729636870641945,0.3539505153304469,0.018907257867102796
2015-10-01,5773.0,7922.0,157167.0,2372.0,149245.0,8000.0,2382.0,0.2908356475637466,0.018676183664573034,0.34366797051767306,0.01885278587626391
2015-11-01,5708.0,8000.0,157463.0,2382.0,149463.0,7907.0,2399.0,0.3115,0.019011898347738244,0.37323996081342753,0.019194948285168604
2015-12-01,5845.0,7907.0,158035.0,2399.0,150128.0,7627.0,2166.0,0.3093461489819147,0.017067584075712003,0.37011651991877326,0.017214914073137577
2016-01-01,6012.0,7627.0,158280.0,2166.0,150653.0,7702.0,2235.0,0.28320440540186176,0.01728268238056185,0.33296456326923923,0.01743377128054109
2016-02-01,5770.0,7702.0,158640.0,2235.0,150938.0,7961.0,2419.0,0.2804466372370813,0.01864024495263504,0.32912458895193053,0.01881616386294906
2016-03-01,6129.0,7961.0,159179.0,2419.0,151218.0,8067.0,2594.0,0.312523552317548,0.02033100080504952,0.37472770794466,0.020540520293418185
2016-04-01,5803.0,8067.0,159141.0,2594.0,151074.0,7652.0,2264.0,0.33209371513573815,0.017969874531501975,0.4036074074067197,0.01813329343172622
2016-05-01,5777.0,7652.0,158784.0,2264.0,151132.0,7744.0,2396.0,0.30109775222164137,0.018663452631321777,0.3582443923383096,0.018839812634956474
2016-06-01,5742.0,7744.0,158967.0,2396.0,151223.0,7641.0,2203.0,0.29777892561983466,0.017116331156253467,0.35350700376399685,0.017264508825087333
2016-07-01,5962.0,7641.0,159194.0,2203.0,151553.0,7784.0,2285.0,0.28032979976442873,0.017535029338712285,0.328962227139752,0.017690589145267704
2016-08-01,5677.0,7784.0,159562.0,2285.0,151778.0,7953.0,2600.0,0.3123072970195272,0.020300238729318923,0.37441319347245966,0.02050912030751067
2016-09-01,5868.0,7953.0,159714.0,2600.0,151761.0,7811.0,2434.0,0.32390292971205836,0.01913776524665691,0.39141861814745715,0.0193232627613095
2016-10-01,5591.0,7811.0,159605.0,2434.0,151794.0,7553.0,2404.0,0.34080143387530404,0.019090244462239843,0.41673047556415593,0.019274815964575174
2016-11-01,5971.0,7553.0,159506.0,2404.0,151953.0,7521.0,2354.0,0.3159009665033762,0.01839753122934777,0.3796525860262634,0.018568870541071376
2016-12-01,5964.0,7521.0,159678.0,2354.0,152157.0,7468.0,2424.0,0.32934450206089616,0.01907145247363604,0.3994996897415929,0.019255658434033512
2017-01-01,5617.0,7468.0,159620.0,2424.0,152152.0,7379.0,2511.0,0.34815211569362614,0.019981541599911452,0.42794405055419543,0.02018387239276659
2017-02-01,5923.0,7379.0,159859.0,2511.0,152480.0,7073.0,2327.0,0.356823417807291,0.018575018660551054,0.4413359700626578,0.018749700851597065
2017-03-01,5811.0,7073.0,160137.0,2327.0,153064.0,7089.0,2324.0,0.3263113247561148,0.018143387798910088,0.3949871809476874,0.018309997377561196
2017-04-01,6091.0,7089.0,160345.0,2324.0,153256.0,7000.0,2116.0,0.31104528142192134,0.016349714246520663,0.3725797306244223,0.01648484575669783
2017-05-01,5826.0,7000.0,160068.0,2116.0,153068.0,6873.0,2321.0,0.34971428571428576,0.018376448770401465,0.43034345223128356,0.018547393178065447
2017-06-01,6305.0,6873.0,160192.0,2321.0,153319.0,6892.0,2075.0,0.29914156845627815,0.015914168478273698,0.35544936449138437,0.016042158577724893
2017-07-01,6238.0,6892.0,160462.0,2075.0,153570.0,7082.0,2258.0,0.30005803830528144,0.017298699509764787,0.3567578592407988,0.017450070229839434
2017-08-01,6276.0,7082.0,160586.0,2258.0,153504.0,6854.0,2245.0,0.34919514261508044,0.017718661285163348,0.4295454399513407,0.017877516023419287
2017-09-01,6320.0,6854.0,161140.0,2245.0,154286.0,6700.0,2126.0,0.332652465713452,0.0165287725905811,0.40444432785182766,0.016666896884049966
2017-10-01,6408.0,6700.0,160309.0,2126.0,153609.0,6774.0,2278.0,0.32895522388059706,0.017749207491594095,0.3989194138055305,0.017908613714261525
2017-11-01,6271.0,6774.0,160579.0,2278.0,153805.0,6632.0,2237.0,0.3511957484499557,0.017642349734140774,0.43262422325843963,0.01779983096118753
2017-12-01,6336.0,6632.0,160535.0,2237.0,153903.0,6489.0,2214.0,0.35539806996381185,0.017494427346640112,0.43912231544427033,0.017649263342989302
2018-01-01,6621.0,6489.0,160914.0,2214.0,154425.0,6581.0,2469.0,0.36631222068115277,0.019573316344334905,0.4561989074861675,0.019767410587516878
2018-02-01,6552.0,6581.0,161778.0,2469.0,155197.0,6472.0,2303.0,0.3665096489895153,0.018168707708477342,0.4565105105753223,0.01833578549746633
2018-03-01,6818.0,6472.0,161686.0,2303.0,155214.0,6459.0,2142.0,0.33297280593325096,0.01655678031925409,0.40492446318285014,0.016695375731939174
2018-04-01,6877.0,6459.0,161771.0,2142.0,155312.0,6196.0,1997.0,0.3498993652268153,0.015584490799026603,0.43062810534827944,0.015707205610704444
2018-05-01,7016.0,6196.0,161848.0,1997.0,155652.0,6447.0,2269.0,0.32569399612653327,0.017413054191454592,0.3940712594202482,0.017566444692500804
2018-06-01,7230.0,6447.0,162210.0,2269.0,155763.0,6195.0,1968.0,0.34434620753838996,0.015262344718176127,0.42212238474383024,0.015380013100203073
2018-07-01,7190.0,6195.0,162341.0,1968.0,156146.0,6156.0,2241.0,0.3680387409200968,0.017588594802528456,0.4589271856383393,0.01774511213153551
2018-08-01,7208.0,6156.0,161660.0,2241.0,155504.0,6073.0,2074.0,0.35038986354775825,0.01617021768109277,0.4313828861119514,0.016302382341856988
2018-09-01,7411.0,6073.0,162087.0,2074.0,156014.0,6211.0,2055.0,0.3156594763708217,0.015640417890760264,0.37929964367845737,0.0157640197099843
2018-10-01,7304.0,6211.0,162602.0,2055.0,156391.0,6115.0,2168.0,0.3645145709225568,0.016952386198983857,0.45336611689645595,0.0170977227740214
2018-11-01,7594.0,6115.0,162836.0,2168.0,156721.0,6389.0,2149.0,0.3066230580539656,0.016195172387757528,0.3661814998952692,0.01632774752555537
2018-12-01,7489.0,6389.0,163206.0,2149.0,156817.0,6475.0,2336.0,0.3521677883862889,0.01807992833417644,0.4341235488536109,0.018245367355953262
2019-01-01,7502.0,6475.0,162963.0,2336.0,156488.0,6136.0,2252.0,0.4001544401544401,0.01799033628378451,0.5110830571565229,0.018154129824548757
2019-02-01,7066.0,6136.0,162999.0,2252.0,156863.0,6202.0,2174.0,0.3435462842242504,0.016733612713428336,0.4209030892086393,0.01687520135949936
2019-03-01,7317.0,6202.0,162904.0,2174.0,156702.0,5961.0,1966.0,0.355852950661077,0.015261538349390587,0.43982824146001914,0.015379194233928325
2019-04-01,7272.0,5961.0,162586.0,1966.0,156625.0,5930.0,2114.0,0.3598389531957725,0.016458391973409262,0.4460354986517494,0.016595335971041212
2019-05-01,7275.0,5930.0,162751.0,2114.0,156821.0,5935.0,1889.0,0.3177065767284991,0.014320427653721135,0.3822954742640803,0.014423954532510507
2019-06-01,7194.0,5935.0,163168.0,1889.0,157233.0,6061.0,2110.0,0.3342881213142376,0.016112720264428206,0.4068983166323777,0.016243941605849042
2019-07-01,7042.0,6061.0,163590.0,2110.0,157529.0,5945.0,2268.0,0.39333443326183803,0.01792202354690107,0.4997776006500131,0.018084568023421493
2019-08-01,7178.0,5945.0,163774.0,2268.0,157829.0,5753.0,1849.0,0.3433137089991589,0.01414294405611923,0.420548861591899,0.01424390857695017
2019-09-01,7124.0,5753.0,164092.0,1849.0,158339.0,5871.0,1922.0,0.3135755258126195,0.01439556069450518,0.376259075576644,0.014500182047547746
2019-10-01,7289.0,5871.0,164416.0,1922.0,158545.0,5868.0,2067.0,0.35258048032703115,0.015827550741165375,0.43476078707493715,0.015954143973127485
2019-11-01,6888.0,5868.0,164496.0,2067.0,158628.0,5853.0,2090.0,0.3587252897068848,0.016055179131355603,0.44429734866943504,0.016185459855224755
2019-12-01,6699.0,5853.0,164699.0,2090.0,158846.0,5869.0,2050.0,0.3475140953357253,0.015619596476060009,0.42696574206570476,0.015742867689044027
2020-01-01,7124.0,5869.0,164377.0,2050.0,158508.0,5753.0,2088.0,0.3755324586812063,0.016218036208411214,0.4708559262375826,0.01635098799530705
2020-02-01,6966.0,5753.0,164467.0,2088.0,158714.0,7206.0,3422.0,0.34225621414913954,0.026012216209700113,0.4189398066915245,0.026356517728011085
2020-04-01,4606.0,23084.0,156269.0,14263.0,133185.0,20929.0,3867.0,0.260873332178132,0.033390093721830175,0.30228596836221694,0.033960271042902244
2020-05-01,5612.0,20929.0,158101.0,3867.0,137172.0,17652.0,2909.0,0.29557073916575083,0.024884519813610777,0.350367363140158,0.02519937378108754
2020-06-01,6129.0,17652.0,159994.0,2909.0,142342.0,16352.0,3140.0,0.2515295717199184,0.025232965189112687,0.2897235838787575,0.025556775190178564
2020-07-01,6530.0,16352.0,160132.0,3140.0,143780.0,13461.0,2316.0,0.31843199608610573,0.019158241180528536,0.3833592471834618,0.01934413842240766
2020-08-01,6429.0,13461.0,160706.0,2316.0,147245.0,12554.0,2557.0,0.2573360077260233,0.01992996378904198,0.2975115676769123,0.02013124434967243
2020-09-01,6511.0,12554.0,160174.0,2557.0,147620.0,11072.0,2480.0,0.31559662259040944,0.019947587185961003,0.3792078021288311,0.0201492262843503
2020-10-01,6798.0,11072.0,161003.0,2480.0,149931.0,10694.0,2491.0,0.25912210982658956,0.019087276991341655,0.29991945785470087,0.019271790746003523
2020-11-01,6820.0,10694.0,160629.0,2491.0,149935.0,10770.0,2913.0,0.2652889470731251,0.02239960245687979,0.3082779823328553,0.022654283912760982
2020-12-01,6773.0,10770.0,160745.0,2913.0,149975.0,10260.0,2277.0,0.25877437325905295,0.017438900724375515,0.2994502105046354,0.01759274961439925
2021-01-01,7162.0,10260.0,160081.0,2277.0,149821.0,10013.0,2181.0,0.23664717348927877,0.016511014220355284,0.27003493451441424,0.016648840219652565
2021-02-01,7827.0,10013.0,160248.0,2181.0,150235.0,9772.0,2162.0,0.23998801557974636,0.01635305656236635,0.2744210768520713,0.016488243632520654
2021-03-01,8499.0,9772.0,160439.0,2162.0,150667.0,9754.0,2418.0,0.24928366762177645,0.018333794874394693,0.28672741844133026,0.0185039417253439
2021-04-01,9346.0,9754.0,160799.0,2418.0,151045.0,9260.0,1996.0,0.25527988517531264,0.015148108635626847,0.2947468159888686,0.01526401321294545
2021-05-01,9954.0,9260.0,160806.0,1996.0,151546.0,9481.0,2021.0,0.1943844492440605,0.014771566193333566,0.21614863444241858,0.014881752203516068
2021-06-01,10319.0,9481.0,161202.0,2021.0,151721.0,8731.0,2247.0,0.31610589600253136,0.01759027363000575,0.3799521920623924,0.017746821017347373
2021-07-01,10983.0,8731.0,161543.0,2247.0,152812.0,8269.0,2070.0,0.29000114534417587,0.015843351655508167,0.3424919221088882,0.015970199128093564
2021-08-01,10872.0,8269.0,161527.0,2070.0,153258.0,7610.0,2265.0,0.35360986818236784,0.017953217565915357,0.43635203826302105,0.01811633180917468
2021-09-01,10834.0,7610.0,161454.0,2265.0,153844.0,7267.0,2072.0,0.3173455978975033,0.016008264724843204,0.3817665473224037,0.016137781075769367
2021-10-01,11238.0,7267.0,161736.0,2072.0,154469.0,6729.0,1981.0,0.34663547543690654,0.015513311793740702,0.4256200748870772,0.015634902369425475
2021-11-01,11199.0,6729.0,162243.0,1981.0,155514.0,6413.0,1999.0,0.3440332887501858,0.015524645625132954,0.42164523637163637,0.015646414862959906
2021-12-01,11520.0,6413.0,162466.0,1999.0,156053.0,6533.0,2459.0,0.364727896460315,0.01927198168464245,0.45370186236211185,0.019460107281193326
2022-01-01,11210.0,6533.0,163614.0,2459.0,157081.0,6323.0,2107.0,0.3546609520893923,0.016304799745146308,0.43797944461955207,0.0164391857526959
2022-02-01,11698.0,6323.0,163978.0,2107.0,157655.0,6033.0,2284.0,0.4070852443460383,0.018189711505721178,0.5227046413227012,0.018357178197081325
2022-03-01,12301.0,6033.0,164271.0,2284.0,158238.0,5995.0,2288.0,0.38554616277142384,0.017912227605686264,0.4870214752900295,0.018074593364999073
2022-04-01,11861.0,5995.0,163847.0,2288.0,157852.0,5979.0,2027.0,0.3407839866555463,0.015478566060817158,0.41670400859385626,0.015599609744132199
2022-05-01,11535.0,5979.0,164372.0,2027.0,158393.0,5975.0,2278.0,0.3816691754473992,0.01777380555203078,0.4807316499442724,0.01793365657360912
2022-06-01,11283.0,5975.0,164059.0,2278.0,158084.0,5770.0,2088.0,0.38376569037656905,0.016344372509449305,0.4841280150066883,0.016479415246846353
2022-07-01,11576.0,5770.0,164076.0,2088.0,158306.0,5909.0,2175.0,0.3528596187175044,0.016682505126562837,0.4351920354004774,0.016823225354467862
2022-08-01,10092.0,5909.0,164653.0,2175.0,158744.0,5747.0,2187.0,0.39752919275681164,0.017194570524674244,0.5067160674995984,0.017344113853704525
2022-09-01,10800.0,5747.0,164561.0,2187.0,158814.0,5949.0,2212.0,0.3497476944492779,0.01688013772820683,0.4303948290222576,0.017024231098781352
2022-10-01,10447.0,5949.0,164620.0,2212.0,158671.0,5918.0,2240.0,0.38174483106404433,0.017447509854264534,0.4808540120236392,0.017601511581071733
2022-11-01,10632.0,5918.0,164402.0,2240.0,158484.0,5781.0,2245.0,0.402500844880027,0.017734554365272263,0.5150024092026209,0.017893695918177584
2022-12-01,10902.0,5781.0,164983.0,2245.0,159202.0,5770.0,1932.0,0.33610102058467395,0.014586854233023331,0.4096252805148309,0.01469428842241475
2023-01-01,10318.0,5770.0,165943.0,1932.0,160173.0,5987.0,2251.0,0.35251299826689775,0.017060595415091296,0.43465656015341203,0.01720780408707661
2023-02-01,9857.0,5987.0,166443.0,2251.0,160456.0,5859.0,2256.0,0.3981960915316519,0.017555119109703147,0.5078236201772588,0.017711037687449624
2023-03-01,9655.0,5859.0,166707.0,2256.0,160848.0,5747.0,1881.0,0.3401604369346305,0.014090844232508578,0.41575855977651244,0.014191062734158738
2023-04-01,9966.0,5747.0,166674.0,1881.0,160927.0,6084.0,2074.0,0.30224464938228646,0.015182200572904345,0.35988673820712674,0.01529863012098875
2023-05-01,9368.0,6084.0,166896.0,2074.0,160812.0,5985.0,2105.0,0.3622616699539777,0.0159852388230493,0.44982722076186443,0.016114380846312337
2023-06-01,9180.0,5985.0,166958.0,2105.0,160973.0,5923.0,1999.0,0.3443609022556391,0.0150011335753369,0.4221447973068198,0.015114788648615868
2023-07-01,8657.0,5923.0,167169.0,1999.0,161246.0,6275.0,2179.0,0.30845855140975853,0.015977750382381584,0.3688321895576214,0.016106770785498766
2023-08-01,9254.0,6275.0,167760.0,2179.0,161485.0,6274.0,2089.0,0.33306772908366533,0.015520949770032922,0.4050667810764089,0.015642660733264074
2023-09-01,9259.0,6274.0,167725.0,2089.0,161451.0,6463.0,2293.0,0.33535224737009883,0.01706361180058684,0.4084980739577763,0.017210872831812787
2023-10-01,8580.0,6463.0,167661.0,2293.0,161198.0,6226.0,2061.0,0.35556243230697815,0.01555001987541131,0.43937733066195234,0.0156721895836516
2023-11-01,8602.0,6226.0,168090.0,2061.0,161864.0,6329.0,2221.0,0.34018631545133315,0.016533657804326835,0.4157977799531047,0.016671864213792645
2023-12-01,8520.0,6329.0,167388.0,2221.0,161059.0,6175.0,2135.0,0.36166851003318057,0.016182331662747924,0.44889755382010954,0.016314695504615152
2024-01-01,8378.0,6175.0,167308.0,2135.0,161133.0,6486.0,2317.0,0.3248582995951417,0.017168011145975885,0.39283268361538104,0.01731709017329194
2024-02-01,8440.0,6486.0,167569.0,2317.0,161083.0,6521.0,2186.0,0.33163737280296024,0.016268218292828256,0.40292439765262106,0.016401998652328102
2024-03-01,8206.0,6521.0,167983.0,2186.0,161462.0,6486.0,2287.0,0.3560803557736544,0.017232379385233105,0.44018133670900905,0.017382584935267016
2024-04-01,7529.0,6486.0,167923.0,2287.0,161437.0,6627.0,2302.0,0.33317915510329943,0.017109736197225896,0.4052338675012836,0.017257799041303888
2024-05-01,7782.0,6627.0,167807.0,2302.0,161180.0,6881.0,2155.0,0.2868567979477894,0.015608905505723355,0.3380730343413738,0.01573200713935858
2024-06-01,7416.0,6881.0,168034.0,2155.0,161153.0,7098.0,2353.0,0.3104199970934457,0.017283622311990324,0.37167255815845157,0.017434727742649907
2024-07-01,7426.0,7098.0,168395.0,2353.0,161297.0,7063.0,2443.0,0.34911242603550297,0.0183488848006137,0.42941834913065724,0.018519313592197096
2024-08-01,7520.0,7063.0,168492.0,2443.0,161429.0,6849.0,2165.0,0.3368257114540564,0.016127556698624194,0.4107174446913143,0.016259021123965586
2024-09-01,6943.0,6849.0,168662.0,2165.0,161813.0,6951.0,2118.0,0.2943495400788436,0.015348025284793685,0.34863526335282113,0.015467025406317171
2024-10-01,7379.0,6951.0,168395.0,2118.0,161444.0,7089.0,2192.0,0.29549705078405986,0.0159312876508953,0.35026276139816853,0.01605955474478438
2024-11-01,7566.0,7089.0,168248.0,2192.0,161159.0,6920.0,2175.0,0.33065312455917617,0.016169184047166836,0.40145285481098925,0.01630133171968481
2024-12-01,7295.0,6920.0,168506.0,2175.0,161586.0,6865.0,2292.0,0.3391618497109826,0.017081010766343746,0.41424632495366,0.017228573997378774
2025-01-01,7431.0,6865.0,170696.0,2292.0,163831.0,7104.0,2334.0,0.30517115804806993,0.016811595004261114,0.36408973431968455,0.01695451392867686
2025-02-01,7242.0,7104.0,170441.0,2334.0,163337.0,7132.0,2362.0,0.32854729729729726,0.01730339103699097,0.398311700789619,0.017454844354410977
2025-03-01,6952.0,7132.0,170641.0,2362.0,163509.0,7155.0,2194.0,0.3044026920919798,0.01582713249704212,0.3629843666819821,0.01595371900285454
2025-04-01,7098.0,7155.0,171054.0,2194.0,163899.0,7248.0,2456.0,0.33025856044723967,0.01794869297554691,0.400863552195266,0.01811172451344669
2025-05-01,7310.0,7248.0,170492.0,2456.0,163244.0,7054.0,2254.0,0.3377483443708609,0.01661307039612494,0.4121096508268329,0.016752615119800595
2025-06-01,7204.0,7054.0,170380.0,2254.0,163326.0,7272.0,2304.0,0.2957187411397788,0.01655449268151966,0.35057748718268256,0.016693049583333994
2025-07-01,7089.0,7272.0,170412.0,2304.0,163140.0,7380.0,2475.0,0.32549504950495045,0.018120004664555656,0.39377626385785125,0.01828618243795494
2025-08-01,6919.0,7380.0,170750.0,2475.0,163370.0,7605.0,2232.0,0.27195121951219514,0.015812330350220085,0.31738722686569676,0.015938678926056694
2025-09-01,7169.0,7605.0,171261.0,2232.0,163656.0,7781.0,2540.0,0.3108481262327416,0.01837651192895308,0.37229360589122695,0.01854745751897655
2025-11-01,6846.0,7781.0,171541.0,2540.0,163760.0,7503.0,2289.0,0.3299061817247141,0.016738906757004922,0.4003375491234831,0.01688058551367876
